Address,Transaction ID,Total Committed Amount in Algo,Committed Algo Amount,Committed LP Tokens in Algo,Total committed amount eligible for extra rewards in ALGO,Registration Datetime,Beneficiary Address,xGov Controller Address,xGov,period-15-voting-session-1-measure-1,period-15-voting-session-1-measure-2,period-15-voting-session-1-measure-3,period-15-voting-session-1-measure-4,period-15-voting-session-1-measure-5,period-15-voting-session-1-measure-6,period-15-voting-session-1-measure-7,period-15-voting-session-1-measure-8,period-15-voting-session-1-measure-9,period-15-voting-session-1-measure-10,period-15-voting-session-1-measure-11,period-15-voting-session-1-measure-12,period-15-voting-session-1-measure-13,period-15-voting-session-1-measure-14,period-15-voting-session-1-measure-15,period-15-voting-session-1-measure-16,period-15-voting-session-1-measure-17,period-15-voting-session-1-measure-18,period-15-voting-session-1-measure-19,period-15-voting-session-1-measure-20,period-15-voting-session-1-measure-21,period-15-voting-session-1-measure-22
YRB7RAOZNS6ZWBAI7JXAAPZRUFGV6CBLP3CTFFO7XDNZ2TLMZIJ5IPQ5VE,PXOHDRJYK7HO3LWIVNN424F3TOBYMLVLQMAYC6LSUZNFUDEHBMZQ,296278297,296278297,0,,2025-06-30 17:12:54.187604+00:00,,,No,{'a': 296278297},{'a': 296278297},{'a': 296278297},{'b': 296278297},{'a': 296278297},{'a': 296278297},{'a': 296278297},{'b': 296278297},{'a': 296278297},{'a': 296278297},{'b': 296278297},{'b': 296278297},{'b': 296278297},{'a': 296278297},{'a': 296278297},{'a': 296278297},{'b': 296278297},{'b': 296278297},{'a': 296278297},{'b': 296278297},{'a': 296278297},{'a': 296278297}
F7TL7LAOTD573JTX64WISE5RN5BHMC5K5ZMGVYCWSNIPGTBFN54IJBGBQQ,H33RS7N7TT2XATJ5M46YMKZWDWIJKGGUAE3UUB7G5PX7WV5ZMQHQ,3192473494,3192473494,0,,2025-06-30 17:12:48.513159+00:00,,,No,{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494},{'a': 3192473494}
KB7JN7NXZDMXMCCTYVIU5Y4RBLI7MZF2Q3K3WHRQSSDBGHA2VLYM6E4V4Q,B4OO6ARW3U7MHKWDP6JWGSCJAUATITNWE4ZSIO4NWQ2MAE23MZKA,747153897,747153897,0,,2025-06-30 17:12:21.028416+00:00,,,No,{'a': 747153897},{'a': 747153897},{'a': 747153897},{'a': 747153897},{'a': 747153897},{'b': 747153897},{'b': 747153897},{'b': 747153897},{'b': 747153897},{'a': 747153897},{'a': 747153897},{'b': 747153897},{'a': 747153897},{'b': 747153897},{'b': 747153897},{'b': 747153897},{'b': 747153897},{'b': 747153897},{'a': 747153897},{'b': 747153897},{'b': 747153897},{'b': 747153897}
72LQ5I7GUQ7VUN5UVYSUMOU4ODAHGQ5CIY656VMYWEKIXCDNHXUDUS5JX4,P36Z5BCXNTGRBUURZJLCGFZXERWGC5SOUXQJM5T6ER546H3UFKYA,127045784,127045784,0,,2025-06-30 17:11:54.865562+00:00,,,No,{'c': 127045784},{'a': 127045784},{'a': 127045784},{'b': 127045784},{'a': 127045784},{'a': 127045784},{'a': 127045784},{'b': 127045784},{'a': 127045784},{'b': 127045784},{'b': 127045784},{'b': 127045784},{'b': 127045784},{'a': 127045784},{'a': 127045784},{'a': 127045784},{'b': 127045784},{'b': 127045784},{'b': 127045784},{'b': 127045784},{'a': 127045784},{'b': 127045784}
DVG5BFJHKCHGNPZLIAD5SQH354S63UJ3XJROHM5Y33E2G6N2PWJFFXMYYY,HESPCZJ2EPWE3PPJI66HYALY3V2LTONPIOQGMJJVNDP37MCKEWGA,15559877904,15559877904,0,,2025-06-30 17:11:37.537473+00:00,,,No,{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904},{'a': 15559877904}
YLR53L673HAMQNQGD5VP6U37ZCQXHNWWRC2OBPJMIEPVR5PGJURGH5YBMA,XVKGC5SRUCVBHPTQCUSY74WR6NP5PGCSIF22ZMLVFPX6MLQJZYWQ,100000000000,100000000000,0,,2025-06-30 17:11:03.916036+00:00,,,No,{'a': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000}
2PPTXSRZV2RIBOBD2DW6BXMSYJYU35LCVNSJYENA3ZZBB7O6PKDLL6DELU,QJA6RNX35FKIPSQ7NIDAX6GVTLSOLYWNXWXLBJZKX5ENBERQZPNA,1023044315,1023044315,0,,2025-06-30 17:11:03.875478+00:00,,,No,{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315},{'b': 1023044315}
VM4EB55XWYA6KNEUI64I2CB7KQZY46FGARM2EA2VJ5NNGMDW7WLFCBHSZA,XI37PEBI3JVEKNN3QNCKY5NXLKYYPS5Y6DALHZEWZGXR55ZDFQ7A,4789220307,4789220307,0,,2025-06-30 17:10:52.246970+00:00,,,No,{'c': 4789220307},{'a': 4789220307},{'a': 4789220307},{'c': 4789220307},{'a': 4789220307},{'a': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307},{'c': 4789220307}
RORAPI4PX65NGPQVE4G3MP4B5OOUEUONR7ZWMMKRINRFDZSWEVM5OBN4JI,NFVKAAS56SV3LX2YAJVI4ONQFK4DXPEBF4I2VKOXAINBAKOIX2BA,4651535347,4651535347,0,,2025-06-30 17:10:40.729006+00:00,,,No,{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347},{'a': 4651535347}
4FIHCUXKVXXB364NZX3DWVUHUO5FLAJBLSTGL5EE5O5KTNMURKPP7T7QLE,NXK655TMGALTKQ5O4HI5UFASQHI2BQTXMJNCPXOM62WLFL4YOMVQ,4010516451,132394955,3878121496,,2025-06-30 17:10:31.891161+00:00,,,No,{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'b': 4010516451},{'b': 4010516451},{'a': 4010516451},{'a': 4010516451},{'a': 4010516451},{'b': 4010516451},{'b': 4010516451},{'b': 4010516451},{'b': 4010516451},{'a': 4010516451},{'a': 4010516451}
BHDKNZOH2FAPDINAOCUBQZ2ML734ACBAB4HS62HNONVSASINT6MFZM5YYE,JOI23O4FRF2OZUGS5WUGEY2GX6CXZJ7QHWTLNSRJUYRF3X4TWNYA,1593019945,1593019945,0,,2025-06-30 17:10:00.729813+00:00,,,No,{'a': 1593019945},{'a': 1593019945},{'a': 1593019945},{'b': 1593019945},{'a': 1593019945},{'b': 1593019945},{'b': 1593019945},{'b': 1593019945},{'a': 1593019945},{'a': 1593019945},{'b': 1593019945},{'a': 1593019945},{'a': 1593019945},{'a': 1593019945},{'a': 1593019945},{'b': 1593019945},{'a': 1593019945},{'b': 1593019945},{'a': 1593019945},{'b': 1593019945},{'a': 1593019945},{'a': 1593019945}
P4NT2YQUJIHLKSSNQTE4AMIUCMBIV5X6XFDYVHOXLLKEQED267SHYLBE3E,URVZ7C32JJQOWKQPIRLKNTKWF3Z2QPP3J7HS2KY3IFYS6QXVUKTQ,2536000,2536000,0,,2025-06-30 17:09:06.111636+00:00,,,No,{'b': 2536000},{'a': 2536000},{'b': 2536000},{'b': 2536000},{'b': 2536000},{'b': 2536000},{'b': 2536000},{'b': 2536000},{'a': 2536000},{'b': 2536000},{'b': 2536000},{'b': 2536000},{'b': 2536000},{'a': 2536000},{'b': 2536000},{'b': 2536000},{'a': 2536000},{'c': 2536000},{'a': 2536000},{'a': 2536000},{'b': 2536000},{'a': 2536000}
S5OR3TDLI5PVXQ5OAREKWOT36DKQOCQSOZNVUIVRJIHLCWLGB43IAXBF5E,YN3TDECK7A7GUZAPP263IJAASUA4TXMCWVGIQRBCMFMWRQ6J7CWQ,2482357368,2482357368,0,,2025-06-30 17:09:03.197456+00:00,,,No,{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368},{'b': 2482357368}
Q7RGIWMVUVPYNY6H4KEMDRP2RL6QNC33JRGXLTZWOHAKRZZAYNCC26XSOA,TMZBAAZ7PTIEN5L3V2ZEUZTA37DYS5WIKANSNMTPXOIBY6EXYITA,1071118461,1071118461,0,,2025-06-30 17:08:26.929286+00:00,,,No,{'b': 1071118461},{'a': 1071118461},{'a': 1071118461},{'b': 1071118461},{'b': 1071118461},{'b': 1071118461},{'b': 1071118461},{'b': 1071118461},{'a': 1071118461},{'b': 1071118461},{'b': 1071118461},{'b': 1071118461},{'b': 1071118461},{'a': 1071118461},{'b': 1071118461},{'a': 1071118461},{'a': 1071118461},{'b': 1071118461},{'a': 1071118461},{'b': 1071118461},{'b': 1071118461},{'b': 1071118461}
NWG2RGUXM4RGATL32Y4F5F7SHMGR6OPVTKZIZFQQPSP7RMGGKGDE5AZAJY,EMB45KFZ2MVW5WU3KTF7XMFDCMAT77ONMOPHGLMDH2RMPMKKR4IQ,19180908417,19180908417,0,,2025-06-30 17:08:04.026156+00:00,,,No,{'b': 19180908417},{'a': 19180908417},{'a': 19180908417},{'b': 19180908417},{'a': 19180908417},{'b': 19180908417},{'a': 19180908417},{'b': 19180908417},{'a': 19180908417},{'b': 19180908417},{'b': 19180908417},{'b': 19180908417},{'b': 19180908417},{'b': 19180908417},{'a': 19180908417},{'a': 19180908417},{'b': 19180908417},{'b': 19180908417},{'b': 19180908417},{'b': 19180908417},{'a': 19180908417},{'b': 19180908417}
P5F4QQ3UN27CLSLBF2RN3SB4CFE7GVULKSGHAWS2TRX6ZE6VSYELQSMR4M,KTDRNRVC3LUNOKTPRQVTRA6BQLBUEFNDM7HL7ZO6DL5MSOS44OXQ,1900000000,1900000000,0,,2025-06-30 17:07:58.269388+00:00,,,No,{'a': 1900000000},{'c': 1900000000},{'a': 1900000000},{'b': 1900000000},{'a': 1900000000},{'b': 1900000000},{'a': 1900000000},{'b': 1900000000},{'a': 1900000000},{'c': 1900000000},{'b': 1900000000},{'b': 1900000000},{'b': 1900000000},{'b': 1900000000},{'b': 1900000000},{'a': 1900000000},{'b': 1900000000},{'b': 1900000000},{'b': 1900000000},{'b': 1900000000},{'a': 1900000000},{'a': 1900000000}
U6HIAUD6FDHU4JIDY6L37LE6MCLIHZ5775QGVN7WESGHYPU4ULH6ROVNIU,D354X5K6JYZQYP34MN3KS3V3GQBOXFESHCTPCCSAOGUX2GIWXRYQ,1050147267,0,1050147267,,2025-06-30 17:07:23.862762+00:00,,,No,{'a': 1050147267},{'a': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267},{'c': 1050147267}
L25AGLLNRXX5DP6BLRIOQY7CPLD242BXZVEGF6T5JLQWZGQ4DARM6ZE3PE,CAFNKSTJ3DV6YJKULVIUTQX7KAYKHZAVE3SCHY2MO6ZFLEEYWO2A,4478457,4478457,0,,2025-06-30 17:07:00.872855+00:00,,,No,{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'c': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'b': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457},{'a': 4478457}
VXXUGYRU75PFFQ37P4CBI3U4YLUE5SHMZTR2Y63UREZDYEY52OJM527VHI,SKXEKLPZWKI7H3OLM7EE3G7XMNEYZLTGIN25SLDE43NPKZ5O6XUQ,93784999,7000000,86784999,,2025-06-30 17:05:56.578434+00:00,,,No,{'a': 93784999},{'a': 93784999},{'a': 93784999},{'a': 93784999},{'a': 93784999},{'c': 93784999},{'a': 93784999},{'b': 93784999},{'a': 93784999},{'c': 93784999},{'c': 93784999},{'c': 93784999},{'b': 93784999},{'c': 93784999},{'a': 93784999},{'a': 93784999},{'a': 93784999},{'a': 93784999},{'a': 93784999},{'c': 93784999},{'a': 93784999},{'a': 93784999}
JBVZVDE2MMR3ONXZS7QURPMBPAFUSAEBYPRW446QWKPZPZEVJGTQ4H3OJY,YDFDI3YM7UGKKVLTENFPNSMYOS3OC5BTGJV4C677626FSMF5NPOA,100000000000,100000000000,0,,2025-06-30 17:05:37.120790+00:00,,,No,{'c': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'c': 100000000000},{'c': 100000000000},{'b': 100000000000},{'b': 100000000000},{'a': 100000000000},{'c': 100000000000},{'a': 100000000000},{'c': 100000000000},{'c': 100000000000},{'c': 100000000000},{'c': 100000000000},{'a': 100000000000},{'a': 100000000000}
OVBHI6WIETW43F7NZ5HDSK2EIL7OKQ677RWJPSHJH2JSQXMFSQHTAK5OIU,5PEBBZ2TF2E7V3BGVBZ7LOXMYSI2XP4UJGLWXMII2H575LL6T7NA,534041684,1544000,532497684,,2025-06-30 17:05:31.333241+00:00,,,No,{'c': 534041684},{'a': 534041684},{'a': 534041684},{'c': 534041684},{'c': 534041684},{'c': 534041684},{'a': 534041684},{'b': 534041684},{'a': 534041684},{'c': 534041684},{'b': 534041684},{'b': 534041684},{'b': 534041684},{'b': 534041684},{'c': 534041684},{'a': 534041684},{'c': 534041684},{'c': 534041684},{'c': 534041684},{'c': 534041684},{'a': 534041684},{'c': 534041684}
4OA2772BBGTXX52BWHDGUXE2XZII42EBHS7XCKCLNJMV2VL4XC3JDUPYLQ,FEFKK7DUMGTJJKUW6SB4JE7ZQCV4DS5UCRZQVJWTKDKSFT6BSDEQ,3595257299,1808644510,1786612789,,2025-06-30 17:04:58.108871+00:00,,,No,{'c': 3595257299},{'c': 3595257299},{'a': 3595257299},{'b': 3595257299},{'c': 3595257299},{'b': 3595257299},{'b': 3595257299},{'b': 3595257299},{'a': 3595257299},{'c': 3595257299},{'b': 3595257299},{'b': 3595257299},{'b': 3595257299},{'c': 3595257299},{'c': 3595257299},{'c': 3595257299},{'c': 3595257299},{'c': 3595257299},{'b': 3595257299},{'a': 3595257299},{'b': 3595257299},{'c': 3595257299}
VLV4J5DEW2IGXPR2CLSR6L7XRC6IEGMAFYW5FDMU7ZYWP3I4SMV444CXHU,KOIRQWI5VS643EX4YRKCGDM64U7LJC4JQVGI6E5VKGTMOGGS3DEQ,17494434219,17494434219,0,,2025-06-30 17:04:55.253534+00:00,,,No,{'b': 17494434219},{'a': 17494434219},{'a': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'a': 17494434219},{'a': 17494434219},{'a': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'a': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219},{'b': 17494434219}
J3PVIT6MGJJPSDEGUCWZ7H6AGDS7DZ4NJVT2C7ZXQBZVJSAEQ27KBOMRTM,UGAVR2JQS7GIDXUESTI3YQET7BWLDPO7PA6V6RIFCVN5I5SPHEOA,4234005751,4234005751,0,,2025-06-30 17:04:49.487025+00:00,,,No,{'a': 4234005751},{'a': 4234005751},{'a': 4234005751},{'b': 4234005751},{'a': 4234005751},{'a': 4234005751},{'a': 4234005751},{'b': 4234005751},{'a': 4234005751},{'b': 4234005751},{'b': 4234005751},{'b': 4234005751},{'b': 4234005751},{'a': 4234005751},{'a': 4234005751},{'a': 4234005751},{'b': 4234005751},{'b': 4234005751},{'b': 4234005751},{'b': 4234005751},{'a': 4234005751},{'a': 4234005751}
SP3QYVZRXYESM3QAK5AIUOIOP6UTIQKQKMOQIWXWA5OOAYXXP7J5V3AJ2U,FXO7ZGC7TPOQV4AE24FMVF34W3BGKX4PACKW65UZFXSSEWJYA63Q,10115967606,10115967606,0,,2025-06-30 17:04:38.561018+00:00,,,No,{'a': 10115967606},{'a': 10115967606},{'a': 10115967606},{'b': 10115967606},{'a': 10115967606},{'a': 10115967606},{'a': 10115967606},{'b': 10115967606},{'a': 10115967606},{'b': 10115967606},{'b': 10115967606},{'b': 10115967606},{'b': 10115967606},{'b': 10115967606},{'a': 10115967606},{'a': 10115967606},{'b': 10115967606},{'b': 10115967606},{'b': 10115967606},{'b': 10115967606},{'a': 10115967606},{'b': 10115967606}
AQJMD2YEGDFSJFZ3MIAMVWL3RK6BM46ZGPFRTUEO7Z3OTPSFVDJ4JFG5DI,A7NTJ3FHJNATAM5GDIQCVWWHBVO3XG325G7XOX35NFO3A3VIA6QA,30523512390,30216697758,306814632,,2025-06-30 17:03:59.362426+00:00,,,No,{'a': 30523512390},{'a': 30523512390},{'a': 30523512390},{'b': 30523512390},{'a': 30523512390},{'a': 30523512390},{'a': 30523512390},{'b': 30523512390},{'a': 30523512390},{'b': 30523512390},{'a': 30523512390},{'c': 30523512390},{'c': 30523512390},{'a': 30523512390},{'a': 30523512390},{'a': 30523512390},{'b': 30523512390},{'b': 30523512390},{'b': 30523512390},{'c': 30523512390},{'b': 30523512390},{'a': 30523512390}
2NTHEXRBZ6D64X3CHRBG4ZR6KC3OWCJFI4OPSLEM7OFAAXXTXYFQBHD77E,OTHIURWBG635EYXVDHZF56MWPJVLLFIQNA2PMS4WZATSD5KVI5CQ,88303417,88303417,0,,2025-06-30 17:03:25.784563+00:00,,,No,{'b': 88303417},{'a': 88303417},{'a': 88303417},{'b': 88303417},{'b': 88303417},{'a': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'a': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417},{'b': 88303417}
636IGWLA76BH2GTT3M6GZLFV5HLUN3RXFF7YW3NSAXS5JTVHSRWW3JUPLI,XD7UMC2DX5SMWSG77COWFMAX3MAVLA66MDYZECGMMLXHYVOSGVYQ,3150000000,3150000000,0,,2025-06-30 17:01:48.170399+00:00,,,No,{'a': 3150000000},{'a': 3150000000},{'a': 3150000000},{'c': 3150000000},{'a': 3150000000},{'a': 3150000000},{'a': 3150000000},{'b': 3150000000},{'a': 3150000000},{'b': 3150000000},{'b': 3150000000},{'b': 3150000000},{'b': 3150000000},{'a': 3150000000},{'a': 3150000000},{'a': 3150000000},{'b': 3150000000},{'b': 3150000000},{'b': 3150000000},{'b': 3150000000},{'a': 3150000000},{'c': 3150000000}
SYTU76UP357CDQMP6HZYHHXSSWFXSKQKFQKNM4PYZEAZBNHHUQHVCN5AQE,2G2673OP56WTJ4IBGWM4NWWH5C2ZHXDUTBUXK2CPRPN4G77KGNZA,649036330,649036330,0,,2025-06-30 17:01:09.772052+00:00,,,No,{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330},{'a': 649036330}
UDQT77A47USIRGRCZZYVMUHF5I7ZYNPLPX3AAKWVT4SSIEYCLRLHMPXBYM,MDJKLHHYFSKWIUZ72UY4OEDZ4IJDYTYJ2AXRKRZ5ZRB6UTLGC5CQ,129330270,129330270,0,,2025-06-30 17:01:00.487934+00:00,,,No,{'a': 129330270},{'a': 129330270},{'a': 129330270},{'b': 129330270},{'c': 129330270},{'b': 129330270},{'c': 129330270},{'b': 129330270},{'c': 129330270},{'b': 129330270},{'a': 129330270},{'a': 129330270},{'b': 129330270},{'a': 129330270},{'a': 129330270},{'a': 129330270},{'b': 129330270},{'b': 129330270},{'b': 129330270},{'a': 129330270},{'c': 129330270},{'a': 129330270}
LSWGFRZ5G7FSIP3IJD4SGS6KUX6V5IJ3B5OYITPE3VZZSRAX5ZXQMIM73Q,LZV6IOAWXWWHIUHQTXIB2OBGTUHLGPYKL3JLKCGZQROWOMXHBLHQ,200000000,200000000,0,,2025-06-30 17:00:01.410214+00:00,,,No,{'a': 200000000},{'a': 200000000},{'a': 200000000},{'b': 200000000},{'a': 200000000},{'a': 200000000},{'a': 200000000},{'b': 200000000},{'a': 200000000},{'c': 200000000},{'c': 200000000},{'b': 200000000},{'b': 200000000},{'c': 200000000},{'a': 200000000},{'a': 200000000},{'b': 200000000},{'b': 200000000},{'b': 200000000},{'c': 200000000},{'a': 200000000},{'a': 200000000}
MSE52DEAPTPEHX3RTMNWJYLXWJIC3ZIYSOJXF2DVYWV62CYH7DYZDLG7VM,C5323HGR7ODZ3TD4LHITB6E6WYSFKH2YVP7DZNORDK5SG7N7HKPQ,8647411677,8647411677,0,,2025-06-30 16:59:58.996907+00:00,,,No,{'c': 8647411677},{'a': 8647411677},{'a': 8647411677},{'b': 8647411677},{'c': 8647411677},{'c': 8647411677},{'c': 8647411677},{'b': 8647411677},{'a': 8647411677},{'b': 8647411677},{'b': 8647411677},{'b': 8647411677},{'b': 8647411677},{'c': 8647411677},{'a': 8647411677},{'a': 8647411677},{'b': 8647411677},{'b': 8647411677},{'b': 8647411677},{'b': 8647411677},{'a': 8647411677},{'b': 8647411677}
TIWYDIQIEJVOPAO2IWCUK5MHFFCQGHBOC2IKSYGC7ECKH6F2RB2L3YILH4,UHQTQI2SBOXU3CHABUAWNKBQQKPGD2X2PKXLHM6XUVIJ7DSYXJFQ,319471097,319471097,0,,2025-06-30 16:58:39.873107+00:00,,,No,{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097},{'c': 319471097}
CSDHMWQS64Z2W7DITGPP6EWCYPHAVDC2BX27K6LWTZ5VP3SKLK6SVFKP7U,QJZH3I3SHDCQZ5YZRGSH6JDPEOZWTBEIVHX67MZEL3SCY3UELBXA,2378878771,2378878771,0,,2025-06-30 16:58:32.108922+00:00,,,No,{'b': 2378878771},{'a': 2378878771},{'a': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'a': 2378878771},{'b': 2378878771},{'a': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'b': 2378878771},{'a': 2378878771},{'b': 2378878771}
XB72UQMYFUUWP5PRN6X5OOYGIBCHRGLVX7QHDFB65VV2E54UTDI65BXVU4,4NARNAMLM42QNARCQKZ47NA6VAZDDEHWTVGETKXGMQ6MURQ26NUA,1347131,1347131,0,,2025-06-30 16:58:14.543877+00:00,,,No,{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131},{'a': 1347131}
I5TDDUNN5BVJ2NDFPUW5JW5UZFUR5JVEGA524FF2LMIZMDT42J2EAGTODY,4HTO2442ECAMHFSYSPUJIDXX5HM6UKAU3C4ZDETTR7LYO66AQY2A,11204000000,11204000000,0,,2025-06-30 16:57:43.989923+00:00,,,No,{'a': 11204000000},{'a': 11204000000},{'a': 11204000000},{'b': 11204000000},{'a': 11204000000},{'a': 11204000000},{'a': 11204000000},{'a': 11204000000},{'a': 11204000000},{'b': 11204000000},{'b': 11204000000},{'b': 11204000000},{'b': 11204000000},{'a': 11204000000},{'a': 11204000000},{'a': 11204000000},{'b': 11204000000},{'b': 11204000000},{'b': 11204000000},{'b': 11204000000},{'a': 11204000000},{'b': 11204000000}
EZZOH3CCDKLS5CGWZG53V4SYNQSRBXMPMFN24JD6RMQG3XGHBQ7FBUROLU,G6SOYZIXFMZ52HQZLYFMC53ZWXMLXHJI4W7C75FKEZXND7DTCAXA,49365764770,43323524681,6042240089,,2025-06-30 16:57:15.257435+00:00,,,No,{'a': 49365764770},{'a': 49365764770},{'a': 49365764770},{'a': 49365764770},{'a': 49365764770},{'a': 49365764770},{'a': 49365764770},{'b': 49365764770},{'a': 49365764770},{'b': 49365764770},{'b': 49365764770},{'b': 49365764770},{'b': 49365764770},{'a': 49365764770},{'a': 49365764770},{'a': 49365764770},{'b': 49365764770},{'b': 49365764770},{'b': 49365764770},{'b': 49365764770},{'a': 49365764770},{'a': 49365764770}
